432001, Ульяновская обл, г. Ульяновск, ул. Воробьева, д. 77|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МН СЕРВИС"""
432001, Ульяновская обл, г. Ульяновск, ул. Воробьева, д. 91|"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОРОДСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ ЛЕНИНСКОГО РАЙОНА"""
432001, Ульяновская обл, г. Ульяновск, ул. Воробьева, д. 93|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОСТАРТ"""
432001, Ульяновская обл, г. Ульяновск, ул. Воробьева, д. 95|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАНЕТА ЖИЗНИ"""
432001, Ульяновская обл, г. Ульяновск, ул. Воробьева, д. 97|"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОРОДСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ ЛЕНИНСКОГО РАЙОНА"""
432001, Ульяновская обл, г. Ульяновск, ул. Воробьева, д. 99|"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР ТОВАРИЩЕСТВ СОБСТВЕННИКОВ ЖИЛЬЯ"""
432001, Ульяновская обл, г. Ульяновск, ул. Воробьева, д. 99А|"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР ТОВАРИЩЕСТВ СОБСТВЕННИКОВ ЖИЛЬЯ"""
432001, Ульяновская обл, г. Ульяновск, ул. Карла Маркса, д. 24/12|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ПЕРСЕЙ"""
432001, Ульяновская обл, г. Ульяновск, ул. Карла Маркса, д. 26/16|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ТЕПЛОСВЕТ"""
432001, Ульяновская обл, г. Ульяновск, ул. Карла Маркса, д. 28/73|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ТЕПЛОСВЕТ"""
432001, Ульяновская обл, г. Ульяновск, ул. Карла Маркса, д. 28А|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАНЕТА ЖИЗНИ"""
432001, Ульяновская обл, г. Ульяновск, ул. Карла Маркса, д. 38|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""БАСТИОН"""
432001, Ульяновская обл, г. Ульяновск, ул. Карла Маркса, д. 42|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ СВОБОДНЫЙ ВЫБОР"""
432001, Ульяновская обл, г. Ульяновск, ул. Карла Маркса, д. 52|"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР ТОВАРИЩЕСТВ СОБСТВЕННИКОВ ЖИЛЬЯ"""
432001, Ульяновская обл, г. Ульяновск, ул. Карла Маркса, д. 55|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОМОВОЙ"""
432001, Ульяновская обл, г. Ульяновск, ул. Карла Маркса, д. 63|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОМОВОЙ"""
432001, Ульяновская обл, г. Ульяновск, ул. Крупской, д. 77|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОСТАРТ"""
432001, Ульяновская обл, г. Ульяновск, ул. Крымова, д. 10|"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОРОДСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ ЛЕНИНСКОГО РАЙОНА"""
432001, Ульяновская обл, г. Ульяновск, ул. Крымова, д. 33|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МН СЕРВИС"""
432001, Ульяновская обл, г. Ульяновск, ул. Крымова, д. 3|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""ПОЛЯНКА"""
432001, Ульяновская обл, г. Ульяновск, ул. Крымова, д. 4|"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОРОДСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ ЛЕНИНСКОГО РАЙОНА"""
432001, Ульяновская обл, г. Ульяновск, ул. Крымова, д. 49|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАНЕТА ЖИЗНИ"""
432001, Ульяновская обл, г. Ульяновск, ул. Крымова, д. 55|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕГАПОЛИС"""
432001, Ульяновская обл, г. Ульяновск, ул. Крымова, д. 5|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""ПОЛЯНКА"""
432001, Ульяновская обл, г. Ульяновск, ул. Крымова, д. 59|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ НЕДВИЖИМОСТИ КОНДОМИНИУМ ""УТЕС-1"""
432001, Ульяновская обл, г. Ульяновск, ул. Крымова, д. 6|"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОРОДСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ ЛЕНИНСКОГО РАЙОНА"""
432001, Ульяновская обл, г. Ульяновск, ул. Крымова, д. 61А|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ НЕДВИЖИМОСТИ КОНДОМИНИУМ ""УТЕС-1"""
432001, Ульяновская обл, г. Ульяновск, ул. Крымова, д. 63/1|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ СВОБОДНЫЙ ВЫБОР"""
432001, Ульяновская обл, г. Ульяновск, ул. Крымова, д. 63|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ГАЛАКТИКА"""
432001, Ульяновская обл, г. Ульяновск, ул. Крымова, д. 63, корп. 2|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ГАЛАКТИКА"""
432001, Ульяновская обл, г. Ульяновск, ул. Крымова, д. 69А|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ НЕДВИЖИМОСТИ КОНДОМИНИУМ ""УТЕС-1"""
432001, Ульяновская обл, г. Ульяновск, ул. Крымова, д. 71|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАНЕТА ЖИЗНИ"""
432001, Ульяновская обл, г. Ульяновск, ул. Крымова, д. 8|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПЛАНЕТА ЖИЗНИ"""
432001, Ульяновская обл, г. Ульяновск, ул. Марата, д. 14|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОМАШНИЙ МАСТЕР"""
432001, Ульяновская обл, г. Ульяновск, ул. Марата, д. 37|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ТЕПЛОСВЕТ"""
432001, Ульяновская обл, г. Ульяновск, ул. Нижнеполевая, д. 19|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УК КОНСИЛИУМ"""
432001, Ульяновская обл, г. Ульяновск, ул. Робеспьера, д. 100|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ НЕДВИЖИМОСТИ КОНДОМИНИУМ ""УТЕС-1"""
432001, Ульяновская обл, г. Ульяновск, ул. Робеспьера, д. 101|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""РАДУГА"""
432001, Ульяновская обл, г. Ульяновск, ул. Робеспьера, д. 11|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ЦЕНТРАЛЬНАЯ"""
432001, Ульяновская обл, г. Ульяновск, ул. Робеспьера, д. 114|"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР ТОВАРИЩЕСТВ СОБСТВЕННИКОВ ЖИЛЬЯ"""
432001, Ульяновская обл, г. Ульяновск, ул. Робеспьера, д. 118|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УК КОНСИЛИУМ"""
432001, Ульяновская обл, г. Ульяновск, ул. Робеспьера, д. 120|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ СОЮЗ"""
432001, Ульяновская обл, г. Ульяновск, ул. Робеспьера, д. 122|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УК КОНСИЛИУМ"""
